,fan_in,fan_out,loc,cyclomatic_complexity,num_parameters,cluster,pca1,pca2
DF.getFilesystem,0,1,4,1,0,0,-0.8691381676044562,-0.15420920588737105
DF.getCapacity,20,2,4,1,0,0,-0.8715696454957823,0.0053941759750995725
DF.getUsed,1,4,4,1,0,0,-0.8473493135134698,-0.10590660801202666
DF.getAvailable,4,3,4,1,0,0,-0.8562553884796723,-0.0976850136477591
DF.getPercentUsed,0,1,4,1,0,0,-0.8691381676044562,-0.15420920588737105
DF.getMount,2,2,4,1,0,0,-0.8626967780420642,-0.1259471097675651
DF.toString,437,49,10,1,0,3,-0.5219863051065274,3.674889179297786
DF.getExecString,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
DF.parseExecResult,1,6,17,2,1,0,0.004205030376926133,-0.4287366284216834
DF.main,3,187,7,2,1,1,1.0041260435058967,2.085993587042148
FSDataInputStream.seek,28,13,3,1,1,0,-0.6566888786511071,-0.08687909394587957
FSDataInputStream.getPos,36,4,3,1,0,0,-0.8989448960139771,0.15209087863971205
FSDataInputStream.read,105,28,3,1,4,2,-0.06883463640646564,-0.2308419030384883
FSDataInputStream.readFully,27,2,3,1,4,2,-0.2234944009288406,-1.1553715926706263
FSDataInputStream.readFully,27,2,3,1,2,0,-0.5664286953318955,-0.5481442983772998
Checker.seek,28,13,15,4,1,0,0.4117539428785056,-0.15602529518487024
Checker.read,105,28,31,5,3,2,1.5964020611841552,-0.050763030035834614
Checker.verifySum,1,7,19,3,1,0,0.29909433192971346,-0.43289343571538896
Checker.getPos,36,4,3,1,0,0,-0.8989448960139771,0.15209087863971205
Checker.read,105,28,3,1,4,2,-0.06883463640646564,-0.2308419030384883
Checker.readFully,27,2,3,1,4,2,-0.2234944009288406,-1.1553715926706263
Checker.readFully,27,2,3,1,2,0,-0.5664286953318955,-0.5481442983772998
Checker.close,348,64,4,1,0,3,-0.5727626571029553,3.2461787071532697
Checker.stopSumming,3,1,9,3,0,0,-0.26135011851516676,-0.1705814992999152
PositionCache.read,105,28,6,2,3,2,0.08150303889471139,0.052334663625068875
PositionCache.seek,28,13,4,1,1,0,-0.622346093977274,-0.08949074720910365
PositionCache.getPos,36,4,3,1,0,0,-0.8989448960139771,0.15209087863971205
PositionCache.read,105,28,3,1,4,2,-0.06883463640646564,-0.2308419030384883
PositionCache.readFully,27,2,3,1,4,2,-0.2234944009288406,-1.1553715926706263
Buffer.seek,28,13,22,5,1,0,0.8709299040765427,-0.18690898872087264
Buffer.getPos,36,4,3,1,0,0,-0.8989448960139771,0.15209087863971205
Buffer.read,105,28,5,2,0,0,-0.467241187383704,0.9657872583282825
Buffer.read,105,28,3,1,4,2,-0.06883463640646564,-0.2308419030384883
Buffer.readFully,27,2,3,1,4,2,-0.2234944009288406,-1.1553715926706263
FSDataOutputStream.getPos,36,4,3,1,0,0,-0.8989448960139771,0.15209087863971205
Summer.write,361,66,19,3,3,3,0.9027798369694591,2.393153560488996
Summer.writeSum,2,3,7,2,0,0,-0.5334646918154435,-0.13271557032449469
Summer.close,348,64,5,1,0,3,-0.538419872429122,3.243567053890046
PositionCache.write,361,66,4,1,3,3,-0.04991487010044817,2.4575326008242246
PositionCache.getPos,36,4,3,1,0,0,-0.8989448960139771,0.15209087863971205
Buffer.getPos,36,4,3,1,0,0,-0.8989448960139771,0.15209087863971205
Buffer.write,361,66,7,2,1,3,-0.07104434200079857,3.044322814634445
FSInputStream.seek,28,13,13,1,1,0,-0.31326103191277554,-0.11299562657812012
FSInputStream.getPos,36,4,13,1,0,0,-0.5555170492756455,0.12597434600747148
FSInputStream.read,105,28,13,1,4,2,0.27459321033186607,-0.25695843567072885
FSInputStream.readFully,27,2,10,3,4,2,0.4544580287504014,-1.1988574069000628
FSInputStream.readFully,27,2,3,1,2,0,-0.5664286953318955,-0.5481442983772998
FSOutputStream.getPos,36,4,0,1,0,0,-1.0019732500354768,0.1599258384293842
FileSystem.parseArgs,3,6,27,4,3,2,1.1271342343191983,-1.0726912205404888
FileSystem.get,438,11,3,1,1,3,-0.8736476092114086,2.877446285895795
FileSystem.getName,199,5,12,1,0,3,-0.662781314389788,1.3316229289776687
FileSystem.getNamed,48,4,12,3,2,2,0.1847121524468407,-0.41628467924772244
FileSystem.getChecksumFile,6,2,3,1,1,0,-0.7275441638374184,-0.3977621512637455
FileSystem.isChecksumFile,1,3,4,2,1,0,-0.4645329615546535,-0.4357909957783005
FileSystem.getFileCacheHints,3,3,3,1,3,2,-0.37570379446816105,-1.0132110399213394
FileSystem.open,33,11,3,1,2,0,-0.5025409443012228,-0.3813462904608224
FileSystem.open,33,11,3,1,1,0,-0.6740080915027501,-0.0777326433141592
FileSystem.openRaw,7,5,6,1,1,0,-0.6027269557249325,-0.35729451317807315
FileSystem.create,67,14,6,1,1,0,-0.5654578070554142,0.20352735196639826
FileSystem.create,67,14,6,1,2,0,-0.39399065985388676,-0.10008629518026492
FileSystem.create,67,14,6,1,2,0,-0.39399065985388676,-0.10008629518026492
FileSystem.create,67,14,6,1,3,2,-0.2225235126523593,-0.40369994232692813
FileSystem.create,67,14,5,1,3,2,-0.2568662973261926,-0.4010882890637041
FileSystem.create,67,14,5,1,4,2,-0.08539915012466509,-0.7047019362103674
FileSystem.create,67,14,4,1,5,2,0.05172521240302917,-1.0057039300938064
FileSystem.create,67,14,4,1,6,2,0.22319235960455663,-1.3093175772404697
FileSystem.createRaw,5,10,8,1,4,2,0.01848224800842119,-1.2196091377072575
FileSystem.createRaw,5,10,8,1,5,2,0.18994939520994858,-1.5232227848539206
FileSystem.createNewFile,2,5,8,2,1,0,-0.31280023249225064,-0.41160363088202884
FileSystem.setReplication,11,24,11,3,2,2,0.3171533142395293,-0.4102799370431107
FileSystem.getReplication,14,3,22,1,1,0,-0.0715474879567691,-0.3753410385643083
FileSystem.setReplicationRaw,2,2,22,1,2,0,0.09840764048998757,-0.7801841627989246
FileSystem.rename,14,16,22,5,2,2,1.0715799615804882,-0.5516711094444119
FileSystem.renameRaw,4,6,8,1,2,0,-0.35366816420953623,-0.6743530612154519
FileSystem.delete,166,24,8,2,1,0,-0.2525239029828311,1.0447651955929376
FileSystem.deleteRaw,3,5,7,1,1,0,-0.5664124227280508,-0.38909311882855596
FileSystem.exists,105,7,7,1,1,0,-0.6018374775179548,0.3825114068988969
FileSystem.isDirectory,57,6,7,1,1,0,-0.5856037613652891,0.018599358325614535
FileSystem.isFile,13,2,7,3,1,0,-0.15607064774501067,-0.3823358390258067
FileSystem.getLength,91,9,5,1,1,0,-0.6487674002871191,0.3129176199222922
FileSystem.listPaths,27,17,3,1,1,0,-0.6264868866746804,-0.03950135233798795
FileSystem.listPathsRaw,2,7,10,1,1,0,-0.44803660417795693,-0.37688757686268975
FileSystem.listPaths,27,17,10,4,3,2,0.6131763058888214,-0.7028165815541847
FileSystem.listPaths,27,17,5,1,2,0,-0.3863341701254866,-0.3483383060110993
FileSystem.listPaths,27,17,3,1,1,0,-0.6264868866746804,-0.03950135233798795
FileSystem.listPaths,27,17,7,2,2,0,-0.09887213229661534,-0.3661637332309814
FileSystem.globPaths,11,7,3,1,1,0,-0.6928725306216481,-0.29293536114878904
FileSystem.globPaths,11,7,22,4,2,2,0.7874369308263242,-0.6839767823770112
FileSystem.globPathsLevel,2,3,13,4,4,2,0.796013541996075,-1.38804431987736
FileSystem.setWorkingDirectory,9,5,3,1,1,0,-0.7067411839079563,-0.3348660771947716
FileSystem.getWorkingDirectory,12,4,3,1,0,0,-0.8871144060756863,-0.023030835683840827
FileSystem.mkdirs,81,20,3,1,1,0,-0.6308236978640863,0.3955283646685357
FileSystem.lock,3,17,3,1,2,0,-0.4431892495348621,-0.518236713808204
FileSystem.release,4,9,3,1,1,0,-0.674567443608481,-0.3166752879741388
FileSystem.copyFromLocalFile,9,2,3,1,2,0,-0.5575558278781774,-0.6794855841199645
FileSystem.moveFromLocalFile,2,3,3,1,2,0,-0.5466780045889265,-0.7168941308714909
FileSystem.copyToLocalFile,6,2,3,1,2,0,-0.556077016635891,-0.7013757984104086
FileSystem.startLocalOutput,0,0,3,1,2,0,-0.5679739215991507,-0.7724934668436501
FileSystem.completeLocalOutput,0,1,3,1,2,0,-0.5605466578752345,-0.7588248469174733
FileSystem.close,348,64,3,1,0,3,-0.6071054417767884,3.2487903604164936
FileSystem.reportChecksumFailure,2,17,0,1,5,2,-0.031323224871017255,-1.428539433555336
FileSystem.getBlockSize,9,9,0,1,1,0,-0.780060483033791,-0.2723566377003931
FileSystem.getDefaultBlockSize,11,3,0,1,0,0,-0.9970770867403398,-0.03616123391715996
FileSystem.getDefaultReplication,6,1,0,1,0,0,-1.0094669287843616,-0.09998216425358662
GlobFilter.setRegex,0,6,66,22,1,4,6.0630237860996115,-0.8160467902851568
GlobFilter.hasPattern,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
GlobFilter.accept,6,14,3,2,1,0,-0.4196405306692194,-0.2463408328430605
GlobFilter.error,24,0,4,1,3,2,-0.373994479662081,-0.9035970529299844
FileUtil.fullyDelete,7,4,17,6,1,0,0.8614987543693409,-0.46270192246688435
FileUtil.copy,23,35,28,6,6,2,2.31896330393835,-1.4690233168351556
FileUtil.copyMerge,2,12,34,6,7,2,2.536011772228809,-2.2559166418963335
FileUtil.copy,23,35,26,6,5,2,2.0788105873891563,-1.1601863631620444
FileUtil.copy,23,35,27,6,5,2,2.1131533720629894,-1.1627980164252685
FileUtil.copyContent,5,5,3,1,3,2,-0.361835141181853,-0.9712803238753568
FileUtil.copyContent,5,5,13,3,4,2,0.5906127897204161,-1.3262147450411286
FileUtil.checkDest,4,2,13,4,3,2,0.6161332569091071,-1.0835058164632438
FileUtil.checkDest,4,2,13,4,2,2,0.44466610970757975,-0.7798921693165806
FileUtil.getDU,2,5,15,4,1,0,0.3651521971869914,-0.4550894451114652
FileUtil.unZip,1,12,37,6,2,2,1.7821973273234335,-0.7529801040495042
FileUtil.symLink,4,3,11,2,2,0,-0.0541451328785803,-0.7357960014770879
LocalFileSystem.getFileCacheHints,3,3,10,2,3,2,0.08347216672987606,-1.0440947334573418
LocalFileSystem.getName,199,5,1,1,0,3,-1.0405519458019528,1.3603511148731333
LocalFileSystem.pathToFile,13,2,6,2,1,0,-0.4091899009000488,-0.3671220650691487
LocalFileSystem.openRaw,7,5,6,2,1,0,-0.38395048724372755,-0.3698966338715072
LocalFileSystem.createRaw,5,10,12,5,4,2,1.0309592606285736,-1.2804642335338896
LocalFileSystem.createRaw,5,10,4,1,5,2,0.05257825651461588,-1.5127761718010244
LocalFileSystem.getReplication,14,3,3,1,1,0,-0.7240603967595992,-0.32571962656305126
LocalFileSystem.setReplicationRaw,2,2,3,1,2,0,-0.5541052683128426,-0.7305627507976674
LocalFileSystem.renameRaw,4,6,5,2,2,0,-0.23792004974983075,-0.6791202221192137
LocalFileSystem.deleteRaw,3,5,6,2,1,0,-0.3819787389206791,-0.39908358625876594
LocalFileSystem.exists,105,7,3,1,1,0,-0.7392086162132874,0.3929580199517931
LocalFileSystem.isDirectory,57,6,3,1,1,0,-0.7229749000606218,0.029045971378510758
LocalFileSystem.getLength,91,9,3,1,1,0,-0.7174529696347854,0.31814092644874037
LocalFileSystem.listPathsRaw,2,7,22,5,1,0,0.8391826858328607,-0.4586358987951144
LocalFileSystem.mkdirs,81,20,6,4,1,0,0.12853406160102804,0.34988704279856153
LocalFileSystem.setWorkingDirectory,9,5,3,1,1,0,-0.7067411839079563,-0.3348660771947716
LocalFileSystem.getWorkingDirectory,12,4,3,1,0,0,-0.8871144060756863,-0.023030835683840827
LocalFileSystem.lock,3,17,21,2,2,2,0.39375734307533977,-0.577848593239671
LocalFileSystem.release,4,9,27,5,1,0,1.0247652624883345,-0.4297634490652521
LocalFileSystem.moveFromLocalFile,2,3,3,1,2,0,-0.5466780045889265,-0.7168941308714909
LocalFileSystem.copyFromLocalFile,9,2,3,1,2,0,-0.5575558278781774,-0.6794855841199645
LocalFileSystem.copyToLocalFile,6,2,3,1,2,0,-0.556077016635891,-0.7013757984104086
LocalFileSystem.startLocalOutput,0,0,3,1,2,0,-0.5679739215991507,-0.7724934668436501
LocalFileSystem.completeLocalOutput,0,1,2,1,2,0,-0.5948894425490676,-0.7562131936542493
LocalFileSystem.close,348,64,3,1,0,3,-0.6071054417767884,3.2487903604164936
LocalFileSystem.toString,437,49,3,1,0,3,-0.7623857978233596,3.693170752140354
LocalFileSystem.reportChecksumFailure,2,17,35,6,5,2,2.264556581119168,-1.582957901235348
LocalFileSystem.getDefaultBlockSize,11,3,4,1,0,0,-0.8597059480450071,-0.046607846970056196
LocalFileSystem.getBlockSize,9,9,4,1,1,0,-0.6426893443384584,-0.2828032507532893
LocalFileSystem.getDefaultReplication,6,1,3,1,0,0,-0.906438574762862,-0.10781712404325881
LocalFSFileInputStream.seek,28,13,3,1,1,0,-0.6566888786511071,-0.08687909394587957
LocalFSFileInputStream.getPos,36,4,3,1,0,0,-0.8989448960139771,0.15209087863971205
LocalFSFileInputStream.available,3,2,1,1,0,0,-0.9662180691443258,-0.11081541188107817
LocalFSFileInputStream.close,348,64,1,1,0,3,-0.6757910111244547,3.254013666942942
LocalFSFileInputStream.markSupport,0,0,1,1,0,0,-0.9795937853498717,-0.1600428660238755
LocalFSFileInputStream.read,105,28,7,2,0,0,-0.39855561803603773,0.9605639518018344
LocalFSFileInputStream.read,105,28,7,2,3,2,0.11584582356854456,0.049723010361844774
LocalFSFileInputStream.read,105,28,8,2,4,2,0.3216557554439052,-0.2565022900480425
LocalFSFileInputStream.skip,4,7,1,1,1,0,-0.7581075404039797,-0.3387892213000438
LocalFSFileOutputStream.getPos,36,4,3,1,0,0,-0.8989448960139771,0.15209087863971205
LocalFSFileOutputStream.close,348,64,1,1,0,3,-0.6757910111244547,3.254013666942942
LocalFSFileOutputStream.flush,47,19,1,1,0,0,-0.8616438173912842,0.4426076031237706
LocalFSFileOutputStream.write,361,66,7,2,3,3,0.2718899524022563,2.437095520341119
LocalFSFileOutputStream.write,361,66,7,2,1,3,-0.07104434200079857,3.044322814634445
Path.isAbsolute,16,0,1,1,0,0,-0.9874807786420657,-0.04329505647484021
Path.getName,199,5,7,2,0,3,-0.6157187692777488,1.332079074600355
Path.getParent,41,2,10,3,0,0,-0.23831167918637797,0.117751515041996
Path.suffix,13,2,3,1,1,0,-0.7309947234027533,-0.3466849845860425
Path.toString,437,49,23,8,0,3,1.4559051750217382,3.552722842021835
Path.equals,346,5,10,4,1,3,0.023867918035656393,2.068046726508913
Path.hashCode,19,7,10,3,0,0,-0.1903307447900305,0.025566376542955477
Path.compareTo,30,4,4,1,1,0,-0.6901773416540438,-0.19791485035106346
Path.depth,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
Path.normalize,0,5,46,11,1,4,2.962199675605778,-0.6388590173190782
Writer.append,321,17,4,1,1,3,-0.7370676037449104,2.10312799486231
Reader.seek,28,13,4,1,1,0,-0.622346093977274,-0.08949074720910365
Reader.next,212,47,3,1,1,3,-0.4948623348981876,1.7204537933580295
Reader.key,0,1,3,1,0,0,-0.9034809522782893,-0.15159755262414695
Reader.get,438,11,4,1,2,3,-0.6678376773360482,2.5712209854859083
ArrayWritable.setValueClass,0,0,6,2,1,0,-0.4176362462979736,-0.489316900180093
ArrayWritable.getValueClass,10,1,3,1,0,0,-0.9084103230859105,-0.07863017165599999
ArrayWritable.toStrings,0,1,7,2,0,0,-0.5473333451017517,-0.17464628637047722
ArrayWritable.toArray,40,5,7,2,0,0,-0.5373417734365717,0.17189771720681724
ArrayWritable.set,169,22,1,1,1,0,-0.7280332028709868,1.0702018635670312
ArrayWritable.get,438,11,1,1,0,3,-1.1138003257606024,3.1862832395689065
ArrayWritable.readFields,59,31,8,2,1,0,-0.14778878927387107,0.35969455871700035
ArrayWritable.write,361,66,6,2,1,3,-0.10538712667463171,3.046934467897669
BooleanWritable.set,169,22,3,1,1,0,-0.6593476335233206,1.064978557040583
BooleanWritable.get,438,11,3,1,0,3,-1.0451147564129362,3.1810599330424583
BooleanWritable.readFields,59,31,3,1,1,0,-0.5382791811242419,0.38535494572655465
BooleanWritable.write,361,66,3,1,1,3,-0.4271919491773362,3.0673715483807746
BooleanWritable.equals,346,5,7,2,1,3,-0.516713372948253,2.101085927685453
BooleanWritable.hashCode,19,7,3,1,0,0,-0.8682831744692726,0.06905219077239184
BooleanWritable.compareTo,30,4,5,1,1,0,-0.6558345569802106,-0.2005265036142875
Comparator.compare,16,23,5,1,6,2,0.3495203089125034,-1.5610452941056543
BytesWritable.get,438,11,3,1,0,3,-1.0451147564129362,3.1810599330424583
BytesWritable.getSize,21,0,3,1,0,0,-0.92125989469821,-0.012034672517214837
BytesWritable.setSize,8,2,6,2,1,0,-0.4067252154962382,-0.4036057555532222
BytesWritable.getCapacity,20,2,3,1,0,0,-0.9059124301696155,0.008005829238323617
BytesWritable.setCapacity,5,2,12,4,1,0,0.2383632407514571,-0.46637013080987866
BytesWritable.readFields,59,31,5,1,1,0,-0.4695936117765756,0.38013163920010656
BytesWritable.write,361,66,4,1,1,3,-0.39284916450350305,3.0647598951175508
BytesWritable.hashCode,19,7,3,1,0,0,-0.8682831744692726,0.06905219077239184
BytesWritable.compareTo,30,4,5,1,1,0,-0.6558345569802106,-0.2005265036142875
BytesWritable.equals,346,5,6,2,1,3,-0.5510561576220862,2.103697580948677
Comparator.compare,16,23,5,1,6,2,0.3495203089125034,-1.5610452941056543
CompressedWritable.readFields,59,31,4,1,1,0,-0.5039363964504088,0.3827432924633306
CompressedWritable.ensureInflated,0,1,13,3,0,0,-0.12250016857754774,-0.20291832664325551
CompressedWritable.readFieldsCompressed,1,0,13,1,1,0,-0.39650615914310855,-0.4876996142324127
CompressedWritable.write,361,66,13,2,1,3,0.13501236604220043,3.0286528950551004
CompressedWritable.writeCompressed,1,0,0,1,1,0,-0.8429623599029397,-0.4537481218104999
DataInputBuffer.reset,80,7,3,1,2,0,-0.5554180419927071,-0.09307407961523768
DataInputBuffer.reset,80,7,3,1,3,2,-0.3839508947911796,-0.3966877267619009
DataInputBuffer.getPosition,14,2,1,1,0,0,-0.9716403770327091,-0.030551292816116443
DataInputBuffer.getLength,91,9,1,1,0,0,-0.9576056861839791,0.6269778801218517
Buffer.reset,80,7,6,1,3,2,-0.28092254076968015,-0.40452268655157303
Buffer.getPosition,14,2,1,1,0,0,-0.9716403770327091,-0.030551292816116443
Buffer.getLength,91,9,1,1,0,0,-0.9576056861839791,0.6269778801218517
DataOutputBuffer.getData,43,1,1,1,0,0,-0.9933628160987268,0.16738549206533337
DataOutputBuffer.getLength,91,9,1,1,0,0,-0.9576056861839791,0.6269778801218517
DataOutputBuffer.reset,80,7,5,1,0,0,-0.8296667670480955,0.5089299081516406
DataOutputBuffer.write,361,66,3,1,2,3,-0.25572480197580877,2.763757901234112
Buffer.getData,43,1,1,1,0,0,-0.9933628160987268,0.16738549206533337
Buffer.getLength,91,9,1,1,0,0,-0.9576056861839791,0.6269778801218517
Buffer.reset,80,7,1,1,0,0,-0.9670379057434282,0.5193765212045368
Buffer.write,361,66,10,2,2,3,0.20345115922222837,2.73287420769811
FloatWritable.set,169,22,1,1,1,0,-0.7280332028709868,1.0702018635670312
FloatWritable.get,438,11,1,1,0,3,-1.1138003257606024,3.1862832395689065
FloatWritable.readFields,59,31,3,1,1,0,-0.5382791811242419,0.38535494572655465
FloatWritable.write,361,66,3,1,1,3,-0.4271919491773362,3.0673715483807746
FloatWritable.equals,346,5,6,2,1,3,-0.5510561576220862,2.103697580948677
FloatWritable.hashCode,19,7,3,1,0,0,-0.8682831744692726,0.06905219077239184
FloatWritable.compareTo,30,4,5,1,1,0,-0.6558345569802106,-0.2005265036142875
FloatWritable.toString,437,49,3,1,0,3,-0.7623857978233596,3.693170752140354
Comparator.compare,16,23,5,1,6,2,0.3495203089125034,-1.5610452941056543
GenericWritable.set,169,22,13,3,1,0,0.12163315017742095,1.0136577830214744
GenericWritable.get,438,11,3,1,0,3,-1.0451147564129362,3.1810599330424583
GenericWritable.readFields,59,31,11,2,1,0,-0.044760435252371604,0.3518595989273282
GenericWritable.write,361,66,7,3,1,3,0.1477321264804064,3.031720693941011
GenericWritable.getTypes,2,0,0,1,0,0,-1.0149224441852294,-0.14283773656702206
IntWritable.set,169,22,1,1,1,0,-0.7280332028709868,1.0702018635670312
IntWritable.get,438,11,1,1,0,3,-1.1138003257606024,3.1862832395689065
IntWritable.readFields,59,31,3,1,1,0,-0.5382791811242419,0.38535494572655465
IntWritable.write,361,66,3,1,1,3,-0.4271919491773362,3.0673715483807746
IntWritable.equals,346,5,6,2,1,3,-0.5510561576220862,2.103697580948677
IntWritable.hashCode,19,7,3,1,0,0,-0.8682831744692726,0.06905219077239184
IntWritable.compareTo,30,4,5,1,1,0,-0.6558345569802106,-0.2005265036142875
IntWritable.toString,437,49,3,1,0,3,-0.7623857978233596,3.693170752140354
Comparator.compare,16,23,5,1,6,2,0.3495203089125034,-1.5610452941056543
LongWritable.set,169,22,1,1,1,0,-0.7280332028709868,1.0702018635670312
LongWritable.get,438,11,1,1,0,3,-1.1138003257606024,3.1862832395689065
LongWritable.readFields,59,31,3,1,1,0,-0.5382791811242419,0.38535494572655465
LongWritable.write,361,66,3,1,1,3,-0.4271919491773362,3.0673715483807746
LongWritable.equals,346,5,6,2,1,3,-0.5510561576220862,2.103697580948677
LongWritable.hashCode,19,7,3,1,0,0,-0.8682831744692726,0.06905219077239184
LongWritable.compareTo,30,4,5,1,1,0,-0.6558345569802106,-0.2005265036142875
LongWritable.toString,437,49,3,1,0,3,-0.7623857978233596,3.693170752140354
Comparator.compare,16,23,5,1,6,2,0.3495203089125034,-1.5610452941056543
DecreasingComparator.compare,16,23,3,1,2,0,-0.40503384924127267,-0.34136739899255336
DecreasingComparator.compare,16,23,3,1,6,2,0.28083473956483707,-1.5558219875792063
MD5Hash.readFields,59,31,3,1,1,0,-0.5382791811242419,0.38535494572655465
MD5Hash.read,105,28,5,1,1,0,-0.5145505086633816,0.6747757318750531
MD5Hash.write,361,66,3,1,1,3,-0.4271919491773362,3.0673715483807746
MD5Hash.set,169,22,3,1,1,0,-0.6593476335233206,1.064978557040583
MD5Hash.getDigest,0,0,1,1,0,0,-0.9795937853498717,-0.1600428660238755
MD5Hash.digest,7,4,3,1,1,0,-0.7131825734703482,-0.3631281733145776
MD5Hash.digest,7,4,8,1,3,2,-0.19853435569812744,-0.9834137339240242
MD5Hash.digest,7,4,3,1,1,0,-0.7131825734703482,-0.3631281733145776
MD5Hash.digest,7,4,3,1,1,0,-0.7131825734703482,-0.3631281733145776
MD5Hash.halfDigest,0,0,6,2,0,0,-0.589103393499501,-0.18570325303342974
MD5Hash.equals,346,5,6,2,1,3,-0.5510561576220862,2.103697580948677
MD5Hash.hashCode,19,7,7,1,0,0,-0.7309120357739399,0.05860557771949566
MD5Hash.compareTo,30,4,5,1,1,0,-0.6558345569802106,-0.2005265036142875
MD5Hash.toString,437,49,9,2,0,3,-0.33755262129915564,3.664898711867576
MD5Hash.setDigest,0,3,11,3,1,0,-0.004864063275854303,-0.47397142741111753
MD5Hash.charToNibble,2,0,11,7,1,0,0.8469741453156928,-0.5507922937697539
Comparator.compare,16,23,3,1,6,2,0.28083473956483707,-1.5558219875792063
MapFile.rename,14,16,7,2,3,2,0.07157593323090347,-0.7783035955624122
MapFile.delete,166,24,9,1,2,0,-0.26549043958867546,0.7511420158764843
