,fan_in,fan_out,loc,cyclomatic_complexity,num_parameters,cluster,pca1,pca2
JMap.genJavaWriteWrapper,5,7,17,1,2,0,-0.03764877550188372,-0.6768925825614771
JMap.genJavaWriteMethod,1,1,3,1,2,0,-0.5610395949559966,-0.7515281088206587
JRecord.getName,199,5,3,1,0,3,-0.9718663764542864,1.3551278083466851
JRecord.getJavaFQName,2,0,3,1,0,0,-0.9118940901637297,-0.1506726963566942
JRecord.getCppFQName,9,1,3,1,0,0,-0.9079173860051484,-0.08592690975281468
JRecord.getJavaPackage,2,0,3,1,0,0,-0.9118940901637297,-0.1506726963566942
JRecord.getCppNameSpace,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
JRecord.getFields,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
JRecord.getSignature,6,6,10,2,0,0,-0.41012629494524405,-0.07035771794837829
JRecord.genCppDecl,2,1,3,1,1,0,-0.7329996792382861,-0.4406177235771809
JRecord.genJavaReadMethod,1,1,3,1,2,0,-0.5610395949559966,-0.7515281088206587
JRecord.genJavaReadWrapper,6,7,9,2,3,2,0.0773596257094212,-0.9649183861989673
JRecord.genJavaWriteWrapper,5,7,3,1,2,0,-0.5184477609355481,-0.6403294368763404
JRecord.genCppCode,1,14,110,13,2,4,5.835510415329522,-1.0045083972665452
JRecord.genJavaCode,1,25,168,16,0,4,8.222486938415482,-0.4362085351325737
JString.getSignature,6,6,3,1,0,0,-0.8693022561432812,-0.039474024412375894
JString.genJavaReadWrapper,6,7,7,2,3,2,0.008674056361754926,-0.9596950796725191
JString.genJavaWriteWrapper,5,7,3,1,2,0,-0.5184477609355481,-0.6403294368763404
JType.getSignature,6,6,3,1,0,0,-0.8693022561432812,-0.039474024412375894
JType.genCppDecl,2,1,3,1,1,0,-0.7329996792382861,-0.4406177235771809
JType.genJavaDecl,2,1,3,1,1,0,-0.7329996792382861,-0.4406177235771809
JType.genJavaConstructorParam,2,1,3,1,1,0,-0.7329996792382861,-0.4406177235771809
JType.genCppGetSet,2,2,9,1,2,0,-0.3480485602698435,-0.7462326703770118
JType.genJavaGetSet,2,1,9,1,2,0,-0.3554758239937597,-0.7599012903031883
JType.getCppType,4,0,3,1,0,0,-0.912879964325254,-0.13607922016306476
JType.getJavaType,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
JType.getJavaWrapperType,6,0,3,1,0,0,-0.9138658384867782,-0.12148574396943539
JType.getMethodSuffix,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
JType.genJavaWriteMethod,1,1,3,1,2,0,-0.5610395949559966,-0.7515281088206587
JType.genJavaReadMethod,1,1,3,1,2,0,-0.5610395949559966,-0.7515281088206587
JType.genJavaReadWrapper,6,7,7,2,3,2,0.008674056361754926,-0.9596950796725191
JType.genJavaWriteWrapper,5,7,3,1,2,0,-0.5184477609355481,-0.6403294368763404
JType.genJavaCompareTo,2,2,3,1,1,0,-0.7255724155143699,-0.4269491036510043
JType.genJavaEquals,2,2,3,1,2,0,-0.5541052683128426,-0.7305627507976674
JType.genJavaHashCode,2,2,3,1,1,0,-0.7255724155143699,-0.4269491036510043
JType.genJavaConstructorSet,2,1,3,1,2,0,-0.5615325320367588,-0.744231370723844
JVector.getId,38,1,1,1,1,0,-0.8194309834933887,-0.1727118455654034
JVector.getLevel,2,1,1,1,0,0,-0.9731523957874798,-0.13178076990406948
JVector.incrLevel,4,0,1,1,0,0,-0.9815655336729202,-0.1308559136366166
JVector.decrLevel,4,0,1,1,0,0,-0.9815655336729202,-0.1308559136366166
JVector.getSignature,6,6,3,1,0,0,-0.8693022561432812,-0.039474024412375894
JVector.genJavaCompareTo,2,2,3,1,1,0,-0.7255724155143699,-0.4269491036510043
JVector.genJavaReadWrapper,6,7,18,2,3,2,0.3864446877739197,-0.9884232655679838
JVector.genJavaReadMethod,1,1,3,1,2,0,-0.5610395949559966,-0.7515281088206587
JVector.genJavaWriteWrapper,5,7,14,1,2,0,-0.1406771295233832,-0.669057622771805
JVector.genJavaWriteMethod,1,1,3,1,2,0,-0.5610395949559966,-0.7515281088206587
JavaGenerator.genCode,3,14,6,2,0,0,-0.48660051260696097,0.02754764022348651
ParseException.getMessage,17,3,39,10,0,0,2.3083221093854256,-0.2076543688429159
ParseException.add_escapes,1,5,44,5,1,0,1.58036235829012,-0.5507262485352116
Rcc.main,3,187,50,12,1,1,4.668630469292772,1.8476712897891736
Rcc.Input,2,6,35,5,0,0,1.1067444756672482,-0.20264236399654048
Rcc.Include,1,9,36,5,0,0,1.163861988593592,-0.17154489557804956
Rcc.Module,1,3,12,2,0,0,-0.36125783136551565,-0.15307057473742966
Rcc.ModuleName,2,2,22,4,0,0,0.4118027515305476,-0.2107632305859001
Rcc.RecordList,1,3,19,4,0,0,0.31669459831372637,-0.19655638896686603
Rcc.Record,1,5,40,4,0,0,1.0527476039120551,-0.224063867642218
Rcc.Field,1,2,8,2,0,0,-0.5060562337847645,-0.15629258161071005
Rcc.Type,4,9,64,15,0,4,4.311745833030684,-0.348802179592219
Rcc.Map,1,2,12,2,0,0,-0.3686850950894318,-0.16673919466360623
Rcc.Vector,1,2,9,2,0,0,-0.47171344911093127,-0.1589042348739341
Rcc.jj_la1_0,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
Rcc.jj_la1_1,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
Rcc.ReInit,14,3,3,1,1,0,-0.7240603967595992,-0.32571962656305126
Rcc.ReInit,14,3,8,3,2,0,0.05667361077350395,-0.6675957814127027
Rcc.ReInit,14,3,8,2,1,0,-0.33357000490922845,-0.35138001357260557
Rcc.ReInit,14,3,7,2,1,0,-0.36791278958306156,-0.34876836030938146
Rcc.jj_consume_token,32,2,13,3,1,0,0.04062025576350802,-0.25936773476567176
Rcc.getNextToken,4,12,7,2,0,0,-0.4676051924617223,0.0048954852047240075
Rcc.getToken,0,1,8,3,1,0,-0.12274694474518612,-0.4934737074737985
Rcc.jj_ntk,6,1,6,2,0,0,-0.5846337522601576,-0.12825420452636496
Rcc.generateParseException,1,4,35,11,0,0,2.4050416961874075,-0.31288906610631234
Rcc.enable_tracing,0,0,2,1,0,0,-0.9452510006760386,-0.1626545192870996
Rcc.disable_tracing,0,0,2,1,0,0,-0.9452510006760386,-0.1626545192870996
RccTokenManager.setDebugStream,0,0,1,1,1,0,-0.8081266381483443,-0.46365651317053874
RccTokenManager.jjMoveStringLiteralDfa0_1,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
RccTokenManager.jjCheckNAdd,8,0,7,2,1,0,-0.38723695827023735,-0.4335546486687994
RccTokenManager.jjAddStates,2,0,5,2,2,0,-0.28149775793180354,-0.7757254178699028
RccTokenManager.jjCheckNAddTwoStates,1,1,4,1,2,0,-0.5266968102821634,-0.7541397620838827
RccTokenManager.jjCheckNAddStates,0,1,5,2,2,0,-0.27308462004636314,-0.7766502741373555
RccTokenManager.jjCheckNAddStates,0,1,4,1,1,0,-0.6976710204029287,-0.4578228530340343
RccTokenManager.jjMoveNfa_1,1,2,75,20,2,4,6.075821066426801,-1.1653388170218602
RccTokenManager.jjStopStringLiteralDfa_0,7,0,62,12,2,4,3.8613409678849253,-1.0141271703239403
RccTokenManager.jjStartNfa_0,11,2,3,1,2,0,-0.5585417020397017,-0.6648921079263351
RccTokenManager.jjStopAtPos,10,0,5,1,2,0,-0.5042177230591055,-0.704749392401951
RccTokenManager.jjStartNfaWithStates_0,13,2,7,2,3,2,-0.03191282182316076,-0.9769610126256991
RccTokenManager.jjMoveStringLiteralDfa0_0,1,3,41,2,0,0,0.6346829241756461,-0.2288085193709273
RccTokenManager.jjMoveStringLiteralDfa1_0,10,5,37,5,1,0,1.3355264318464288,-0.46677403282131075
RccTokenManager.jjMoveStringLiteralDfa2_0,8,5,37,6,2,2,1.7267559216906856,-0.7975832768550373
RccTokenManager.jjMoveStringLiteralDfa3_0,8,5,39,6,2,2,1.795441491038352,-0.8028065833814855
RccTokenManager.jjMoveStringLiteralDfa4_0,8,5,33,6,2,2,1.589384782995353,-0.7871366638021411
RccTokenManager.jjMoveStringLiteralDfa5_0,5,5,33,8,2,2,2.0284165312000493,-0.8342311194794533
RccTokenManager.jjMoveStringLiteralDfa6_0,3,4,27,7,2,2,1.5971419651134533,-0.8342211753264809
RccTokenManager.jjMoveNfa_0,3,5,98,25,2,4,7.9808833733412134,-1.2328181095710242
RccTokenManager.jjMoveStringLiteralDfa0_2,1,1,9,2,0,0,-0.47914071283484744,-0.17257285480011056
RccTokenManager.jjMoveStringLiteralDfa1_2,1,2,16,4,1,0,0.37770612776983814,-0.5060036962500337
RccTokenManager.ReInit,14,3,6,1,1,0,-0.6210320427380996,-0.3335545863527234
RccTokenManager.ReInitRounds,3,0,6,2,0,0,-0.5905822047417874,-0.16381303874298567
RccTokenManager.ReInit,14,3,4,1,2,0,-0.5182504648842386,-0.6319449269729385
RccTokenManager.SwitchTo,1,0,6,3,1,0,-0.1993527148975307,-0.4946222827767123
RccTokenManager.jjFillToken,3,6,11,1,0,0,-0.5930811675103295,-0.08225746480861239
RccTokenManager.getNextToken,4,12,122,26,0,4,8.73245028857801,-0.5978955367084584
RccTokenManager.SkipLexicalActions,2,0,7,2,1,0,-0.38427933578566464,-0.4773350772496877
SimpleCharStream.setTabSize,0,0,1,1,1,0,-0.8081266381483443,-0.46365651317053874
SimpleCharStream.getTabSize,0,0,1,1,1,0,-0.8081266381483443,-0.46365651317053874
SimpleCharStream.ExpandBuff,2,2,48,3,1,0,1.2574058317705321,-0.5696777418829548
SimpleCharStream.FillBuff,1,4,43,10,0,4,2.4610075050968683,-0.3211801715186708
SimpleCharStream.BeginToken,2,1,7,1,0,0,-0.7670956877444809,-0.14745068948341386
SimpleCharStream.UpdateLineColumn,1,0,38,5,1,0,1.3371693316275404,-0.6033994285867501
SimpleCharStream.readChar,14,2,19,4,0,0,0.30285915253990264,-0.11536741363445151
SimpleCharStream.getColumn,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
SimpleCharStream.getLine,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
SimpleCharStream.getEndColumn,2,0,3,1,0,0,-0.9118940901637297,-0.1506726963566942
SimpleCharStream.getEndLine,2,0,3,1,0,0,-0.9118940901637297,-0.1506726963566942
SimpleCharStream.getBeginColumn,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
SimpleCharStream.getBeginLine,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
SimpleCharStream.backup,5,0,6,2,1,0,-0.4201009317017842,-0.45283320969601953
SimpleCharStream.ReInit,14,3,16,3,4,2,0.6743501825672241,-1.2957163018118216
SimpleCharStream.ReInit,14,3,3,1,3,2,-0.3811261023565444,-0.9329469208563776
SimpleCharStream.ReInit,14,3,3,1,1,0,-0.7240603967595992,-0.32571962656305126
SimpleCharStream.ReInit,14,3,3,1,5,2,-0.038191807953489545,-1.540174215149704
SimpleCharStream.ReInit,14,3,3,1,4,2,-0.20965895515501692,-1.236560568003041
SimpleCharStream.ReInit,14,3,3,1,2,0,-0.5525932495580719,-0.6293332737097144
SimpleCharStream.ReInit,14,3,3,1,1,0,-0.7240603967595992,-0.32571962656305126
SimpleCharStream.ReInit,14,3,3,1,4,2,-0.20965895515501692,-1.236560568003041
SimpleCharStream.ReInit,14,3,3,1,3,2,-0.3811261023565444,-0.9329469208563776
SimpleCharStream.GetImage,3,0,7,2,0,0,-0.5562394200679542,-0.1664246920062097
SimpleCharStream.GetSuffix,0,1,14,2,1,0,-0.13546670518339207,-0.49654150635970884
SimpleCharStream.Done,0,0,5,1,0,0,-0.8422226466545392,-0.17048947907677184
SimpleCharStream.adjustBeginLineColumn,0,0,43,7,2,2,2.118396276241406,-0.9525723215332162
Token.toString,437,49,3,1,0,3,-0.7623857978233596,3.693170752140354
Token.newToken,1,0,6,2,1,0,-0.41812918337873567,-0.48202016208327825
TokenMgrError.addEscapes,2,5,44,5,1,0,1.5798694212093578,-0.5434295104383968
TokenMgrError.LexicalError,0,2,7,1,6,2,0.2701203333501241,-1.9700574286308459
TokenMgrError.getMessage,17,3,3,1,0,0,-0.897006355203413,-0.00021576512594394178
Logalyzer.doArchive,1,2,5,1,2,0,-0.484926761884414,-0.7430827954209303
Logalyzer.doAnalyze,1,17,35,2,5,2,1.3899436442751105,-1.539846156558427
Logalyzer.main,3,187,73,14,1,4,5.896067453753345,1.7623990233481523
LogRegexMapper.configure,3,56,3,1,1,0,-0.324993111503659,0.3184531104593459
LogRegexMapper.map,1,62,7,2,4,2,0.5911053937824822,-0.5480183213635439
LogComparator.setConf,19,5,16,3,1,0,0.1723385830066636,-0.32105443003540524
LogComparator.getConf,21,0,3,1,0,0,-0.92125989469821,-0.012034672517214837
LogComparator.compare,16,23,46,7,6,2,3.070233291426893,-1.7437358020584446
CopyFiles.setConf,19,5,7,2,1,0,-0.35552294753903985,-0.28494742997295475
CopyFiles.fetchSrcURIs,1,16,42,7,2,2,2.202396774069469,-0.7239660113543521
CopyFiles.parseInputFile,3,4,15,4,2,2,0.5286991435838405,-0.7650749740874903
CopyFiles.copy,23,35,76,10,5,4,4.6710556950056334,-1.341177509096983
CopyFiles.run,16,267,36,9,1,1,4.119274994278879,3.11038798690733
CopyFiles.main,3,187,6,1,1,1,0.7510067903508587,2.1012073609988056
CopyFilesMapper.setup,1,39,10,1,5,2,0.4759973608742322,-1.1612430659085067
CopyFilesMapper.cleanup,13,11,10,1,4,2,0.09065158443390675,-1.1527899195330114
CopyFilesMapper.getFileSysName,5,4,10,2,1,0,-0.25302073811078685,-0.4086053430442094
CopyFilesMapper.makeRelative,3,14,23,6,2,2,1.3152669951760774,-0.6744862423183848
DFSCopyFilesMapper.copy,23,35,43,6,2,2,2.148236485239738,-0.2937435271968637
DFSCopyFilesMapper.setup,1,39,119,16,5,4,7.501007917540121,-1.6349450820014388
DFSCopyFilesMapper.cleanup,13,11,9,2,4,2,0.2750852682412785,-1.1627803869632214
DFSCopyFilesMapper.configure,3,56,15,2,1,0,0.30589677306354396,0.2745111506072232
DFSCopyFilesMapper.map,1,62,18,4,4,2,1.406428962157057,-0.6019507486458766
DFSCopyFilesMapper.close,348,64,3,1,0,3,-0.6071054417767884,3.2487903604164936
HTTPCopyFilesMapper.setup,1,39,65,7,5,2,3.6775093288222855,-1.3804967195464337
HTTPCopyFilesMapper.cleanup,13,11,9,2,4,2,0.2750852682412785,-1.1627803869632214
HTTPCopyFilesMapper.configure,3,56,18,3,1,0,0.6277015955662484,0.25407407012411704
HTTPCopyFilesMapper.map,1,62,47,4,4,2,2.4023697176982184,-0.6776886932793742
CopyMapperFactory.getMapper,2,1,11,4,1,0,0.1980720035959941,-0.4993173117632753
CopyFilesReducer.reduce,2,25,3,1,4,2,-0.040343908259715726,-1.0234117867889325
Daemon.getRunnable,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
DiskChecker.checkDir,4,6,17,6,1,0,0.8778320930594596,-0.4572548969049753
NativeCodeLoader.isNativeCodeLoaded,3,0,3,1,0,0,-0.9123870272444918,-0.1433759582598795
PlatformName.getPlatformName,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
PlatformName.main,3,187,3,1,1,1,0.6479784363293593,2.1090423207884776
PrintJarMainClass.main,3,187,19,5,1,1,2.07256886503551,2.0168473858031573
ProgramDriver.printUsage,19,9,8,2,1,0,-0.291471107969542,-0.23288460353147253
ProgramDriver.addClass,20,1,3,1,3,2,-0.3989382522889494,-0.9165037321278425
ProgramDriver.driver,3,4,24,4,1,0,0.6663170584468115,-0.48496620630984355
ProgramDescription.invoke,6,7,7,2,1,0,-0.33426023804129995,-0.35246778537919277
ProgramDescription.getDescription,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
Progress.addPhase,2,4,5,1,1,0,-0.6420323187188712,-0.40483517032509925
Progress.addPhase,2,4,7,1,0,0,-0.7448138965727323,-0.1064448297048841
Progress.startNextPhase,2,0,3,1,0,0,-0.9118940901637297,-0.1506726963566942
Progress.phase,3,1,3,1,0,0,-0.9049597635205756,-0.12970733833370288
Progress.complete,3,3,6,2,0,0,-0.5683004135700388,-0.12280717896445591
Progress.set,169,22,3,1,1,0,-0.6593476335233206,1.064978557040583
Progress.get,438,11,7,2,0,3,-0.6889671492363985,3.1580111992961286
Progress.getInternal,2,3,10,2,0,0,-0.4304363377939441,-0.14055053011416688
Progress.setStatus,45,0,3,1,1,0,-0.7616232374349734,-0.14052660534032518
Progress.toString,437,49,5,1,0,3,-0.6937002284756932,3.687947445613906
Progress.toString,437,49,7,3,1,3,-0.015994574964089587,3.3539062505539268
ReflectionUtils.setConf,19,5,11,5,2,2,0.609644743801435,-0.6368140522528161
ReflectionUtils.newInstance,49,5,12,2,2,0,-0.02712998939121019,-0.38271720053129715
ReflectionUtils.setContentionTracing,1,1,3,1,1,0,-0.732506742157524,-0.4479144616739955
ReflectionUtils.getTaskName,2,1,6,2,2,0,-0.23972770953405417,-0.7646684512069502
ReflectionUtils.printThreadInfo,2,18,38,7,2,2,2.0793872257412067,-0.678885420352288
ReflectionUtils.logThreadInfo,4,5,11,3,3,2,0.3509530102519844,-1.0246745294648318
RunJar.unJar,4,12,35,6,2,2,1.712032946733481,-0.725866583232612
RunJar.main,3,187,82,12,1,4,5.767599578855433,1.764098385366004
StringUtils.stringifyException,50,3,7,1,1,0,-0.6044349929717029,-0.07348366813061817
StringUtils.simpleHostname,0,2,7,2,1,0,-0.3684389341763081,-0.4645913135909639
StringUtils.humanReadableInt,2,2,18,4,1,0,0.44589876003674234,-0.5039302646796672
StringUtils.formatPercent,2,6,9,1,2,0,-0.3183395053741789,-0.6915581906723054
StringUtils.arrayToString,1,2,10,3,1,0,-0.047127048754365755,-0.4777316559772554
StringUtils.byteToHexString,4,4,8,2,1,0,-0.32121337037769104,-0.410678774614576
StringUtils.hexStringToByte,1,3,7,2,1,0,-0.361504607533154,-0.44362595556797263
StringUtils.uriToString,2,1,8,2,1,0,-0.3425092873879153,-0.46627811058673513
StringUtils.stringToURI,4,2,15,4,1,0,0.34188453185371864,-0.4815018286963655
StringUtils.stringToPath,2,0,7,2,1,0,-0.38427933578566464,-0.4773350772496877
StringUtils.formatTimeDiff,1,2,23,3,2,2,0.5707962992069928,-0.8152967955458312
StringUtils.getFormattedTimeWithDiff,0,4,10,3,3,2,0.3111547101772835,-1.0649184485150434
StringUtils.getStrings,15,7,10,3,1,0,-0.016891849265454607,-0.3072342229909666
ToolBase.setConf,19,5,3,1,1,0,-0.7116705547155775,-0.26189869622662454
ToolBase.getConf,21,0,3,1,0,0,-0.92125989469821,-0.012034672517214837
ToolBase.buildGeneralOptions,1,7,26,1,0,0,-0.06952625951739162,-0.1223571200244261
ToolBase.processGeneralOptions,1,5,19,7,2,2,1.3308128256082283,-0.8142528054881413
ToolBase.parseGeneralOptions,1,7,15,2,2,0,0.11441387195470337,-0.7134583491157219
ToolBase.doMain,11,3,5,1,2,0,-0.48242886896811915,-0.6564467945266066
VersionInfo.getPackage,2,0,3,1,0,0,-0.9118940901637297,-0.1506726963566942
VersionInfo.getVersion,6,1,3,1,0,0,-0.906438574762862,-0.10781712404325881
VersionInfo.getRevision,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
VersionInfo.getDate,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
VersionInfo.getUser,2,2,3,1,0,0,-0.8970395627158974,-0.12333545650434106
VersionInfo.getUrl,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
VersionInfo.main,3,187,5,1,1,1,0.7166640056770256,2.10381901426203
XMLUtils.transform,2,3,14,1,3,2,0.0025597740247659075,-1.0492359639136186
TestConfiguration.setUp,0,3,4,1,0,0,-0.8542836401566238,-0.1268719660350179
TestConfiguration.tearDown,0,2,5,1,0,0,-0.8273681192067068,-0.14315223922441847
TestConfiguration.startConfig,3,1,4,1,0,0,-0.8706169788467425,-0.13231899159692692
TestConfiguration.endConfig,3,2,4,1,0,0,-0.8631897151228263,-0.11865037167075036
TestConfiguration.testVariableSubstitution,0,14,113,4,0,4,3.627109195697884,-0.2989937146187997
TestConfiguration.assertEq,2,2,4,1,2,0,-0.5197624836390095,-0.7331744040608915
TestConfiguration.declareProperty,8,2,8,1,3,2,-0.21388182022672192,-1.0034542356795626
TestConfiguration.appendProperty,6,1,10,1,2,0,-0.323104787642975,-0.7333259911791535
TestConfiguration.testOverlay,0,8,32,1,0,0,0.14445064933028556,-0.13165515777440853
TestConfiguration.main,3,187,5,1,1,1,0.7166640056770256,2.10381901426203
ClusterTestDFS.setUp,0,3,4,1,0,0,-0.8542836401566238,-0.1268719660350179
ClusterTestDFS.prepareTempFileSpace,2,4,13,4,0,0,0.11757221691388148,-0.1599211113645305
ClusterTestDFS.testFsPseudoDistributed,2,48,11,3,0,0,0.15690978293732155,0.4593235926071213
ClusterTestDFS.testFsPseudoDistributed,2,48,229,24,4,4,12.923811268744364,-1.5891159419244898
ClusterTestDFS.assertNoBlocks,1,2,8,1,1,0,-0.553365555064442,-0.4473041080639393
ClusterTestDFS.makeRandomDataGenerator,2,5,27,10,0,0,1.9184572769586916,-0.2584283612840946
ClusterTestDFS.awaitQuiescence,3,1,7,1,0,0,-0.767588624825243,-0.14015395138659906
ClusterTestDFS.assertBytesEqual,2,1,5,2,3,2,-0.10260334700635995,-1.0656704450903893
ClusterTestDFS.msg,45,2,4,1,1,0,-0.712425925313308,-0.11580101875119608
ClusterTestDFS.sleepAtLeast,2,2,15,3,1,0,0.12409393753403793,-0.48349318419656095
ClusterTestDFS.summarizeThreadGroup,1,3,17,3,0,0,0.029232560484855126,-0.1787309617469839
ClusterTestDFS.main,3,187,9,2,1,1,1.0728116128535632,2.0807702805157
ClusterTestDFSNamespaceLogging.setUp,0,3,4,1,0,0,-0.8542836401566238,-0.1268719660350179
ClusterTestDFSNamespaceLogging.prepareTempFileSpace,2,4,14,4,0,0,0.15191500158771465,-0.16253276462775454
ClusterTestDFSNamespaceLogging.testFsPseudoDistributed,2,48,4,1,0,0,-0.5210426467419205,0.5028094068365577
ClusterTestDFSNamespaceLogging.testFsPseudoDistributed,2,48,97,14,1,4,5.688397565381755,-0.20751556280458472
ClusterTestDFSNamespaceLogging.createFile,4,5,31,5,2,2,1.30389449348953,-0.7984981889695179
ClusterTestDFSNamespaceLogging.assertMkdirs,2,1,9,2,2,0,-0.13669935551255472,-0.7725034109966223
ClusterTestDFSNamespaceLogging.assertCreate,6,1,23,3,3,2,0.7323714972807934,-1.0960953721345976
ClusterTestDFSNamespaceLogging.assertDelete,2,1,11,2,2,0,-0.0680137861648884,-0.7777267175230704
ClusterTestDFSNamespaceLogging.assertRename,2,1,11,2,3,2,0.10345336103663902,-1.0813403646697337
ClusterTestDFSNamespaceLogging.assertHasLogged,25,3,15,7,2,2,1.1667566695267726,-0.6560217179640453
ClusterTestDFSNamespaceLogging.configureDFS,1,5,14,1,0,0,-0.49649420305122194,-0.11835452071809059
ClusterTestDFSNamespaceLogging.startDFS,1,9,42,4,1,0,1.3226093753569135,-0.47822634161062305
ClusterTestDFSNamespaceLogging.shutdownDFS,1,6,33,6,0,0,1.257328311881549,-0.21731791626034105
ClusterTestDFSNamespaceLogging.awaitQuiescence,3,1,7,1,0,0,-0.767588624825243,-0.14015395138659906
ClusterTestDFSNamespaceLogging.msg,45,2,4,1,1,0,-0.712425925313308,-0.11580101875119608
ClusterTestDFSNamespaceLogging.sleepAtLeast,2,2,15,3,1,0,0.12409393753403793,-0.48349318419656095
ClusterTestDFSNamespaceLogging.main,3,187,9,2,1,1,1.0728116128535632,2.0807702805157
MiniDFSCluster.getNameNodePort,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
MiniDFSCluster.shutdown,49,14,6,2,0,0,-0.5092756183220185,0.36319759267696283
MiniDFSCluster.getFileSystem,15,3,3,1,0,0,-0.8960204810418888,-0.014809241319573327
NameNodeRunner.isUp,0,3,11,4,0,0,0.04244525800382324,-0.1829599009578883
NameNodeRunner.run,16,267,9,2,0,1,1.4891173815154215,3.572731117015081
NameNodeRunner.shutdown,49,14,6,2,0,0,-0.5092756183220185,0.36319759267696283
DataNodeRunner.run,16,267,22,5,0,1,2.5919029877188673,3.5009732625128662
DataNodeRunner.shutdown,49,14,5,2,0,0,-0.5436184029958516,0.3658092459401869
TestDFSMkdirs.writeFile,20,15,5,1,2,0,-0.39773813800798413,-0.4267527125411553
TestDFSMkdirs.testDFSMkdirs,0,9,33,2,0,0,0.40499716620924,-0.1332003118048901
TestDFSShell.writeFile,20,15,5,1,2,0,-0.39773813800798413,-0.4267527125411553
TestDFSShell.testDFSShell,0,11,86,6,0,4,3.115125155295049,-0.2946891776771478
TestDFSShellGenericOptions.testDFSCommand,0,5,17,2,0,0,-0.17419644346775534,-0.14608833929801143
TestDFSShellGenericOptions.testFsOption,1,1,6,1,2,0,-0.458011240934497,-0.7593630686103308
TestDFSShellGenericOptions.testConfOption,1,8,29,2,2,2,0.6026401211122838,-0.7363528748746822
TestDFSShellGenericOptions.testPropertyOption,1,1,6,1,2,0,-0.458011240934497,-0.7593630686103308
TestDFSShellGenericOptions.execute,3,10,23,4,2,2,0.8480050033180028,-0.7039564806362232
TestFileCorruption.setUp,0,3,2,1,0,0,-0.9229692095042901,-0.12164865950856978
TestFileCorruption.tearDown,0,2,2,1,0,0,-0.9303964732282063,-0.13531727943474628
TestFileCorruption.createFiles,7,11,28,4,2,2,1.0251744420880362,-0.6741591746389081
TestFileCorruption.checkFiles,6,9,26,4,3,2,1.1135944295748272,-1.007183493208291
TestFileCorruption.deldir,11,2,6,1,2,0,-0.45551334801820215,-0.6727270677160072
TestFileCorruption.testFileCorruption,0,14,31,6,0,0,1.2485537894059742,-0.11004238842129503
MyFile.getName,199,5,1,1,0,3,-1.0405519458019528,1.3603511148731333
MyFile.getSize,21,0,1,1,0,0,-0.9899454640458762,-0.00681136599076669
MyFile.getSeed,7,0,1,1,0,0,-0.9830443449152066,-0.10896569934617255
TestFsck.setUp,0,3,2,1,0,0,-0.9229692095042901,-0.12164865950856978
TestFsck.tearDown,0,2,2,1,0,0,-0.9303964732282063,-0.13531727943474628
TestFsck.createFiles,7,11,28,4,2,2,1.0251744420880362,-0.6741591746389081
TestFsck.deldir,11,2,6,1,2,0,-0.45551334801820215,-0.6727270677160072
TestFsck.testFsck,0,7,16,3,0,0,0.02509176778744874,-0.1287415668758682
MyFile.getName,199,5,1,1,0,3,-1.0405519458019528,1.3603511148731333
MyFile.getSize,21,0,1,1,0,0,-0.9899454640458762,-0.00681136599076669
MyFile.getSeed,7,0,1,1,0,0,-0.9830443449152066,-0.10896569934617255
TestLocalDFS.writeFile,20,15,5,1,2,0,-0.39773813800798413,-0.4267527125411553
TestLocalDFS.readFile,1,4,7,1,2,0,-0.40138666508891535,-0.7209688620950252
TestLocalDFS.cleanupFile,13,3,5,1,2,0,-0.48341474312964333,-0.6418533183329772
TestLocalDFS.testWorkingDirectory,0,23,26,1,0,0,0.04980289714602921,0.08904406069758448
TestPread.writeFile,20,15,10,1,2,0,-0.2260242146388183,-0.4398109788572756
TestPread.checkAndEraseData,9,1,8,2,4,2,0.16844159465133218,-1.326041885349022
TestPread.doPread,1,2,8,2,5,2,0.35127950222287263,-1.674360817344026
TestPread.pReadFile,2,6,34,1,2,2,0.5402301114716503,-0.7568495222529068
TestPread.cleanupFile,13,3,5,1,2,0,-0.48341474312964333,-0.6418533183329772
TestPread.testPreadDFS,0,6,14,1,0,0,-0.4885740022465436,-0.11198263888872871
TestPread.testPreadLocalFS,0,5,12,1,0,0,-0.5646868353181261,-0.12042795228845714
TestReplication.writeFile,20,15,10,1,3,2,-0.054557067437290906,-0.7434246260039388
